timestamp,method,path,user,status,duration_ms
2025-10-23T08:24:10.444869+00:00,GET,/api/tasks/,Anonymous,200,53
2025-10-23T08:26:24.328429+00:00,GET,/api/tasks/,Anonymous,200,44
2025-10-23T08:35:59.742807+00:00,GET,/api/tasks/,Anonymous,200,48
2025-10-23T08:36:08.444545+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:43:04.343611+00:00,GET,/api/tasks/,Anonymous,200,13
2025-10-23T08:43:05.916659+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T08:48:20.677752+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:48:26.204107+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T08:48:27.412843+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:48:32.461665+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:49:24.287139+00:00,GET,/api/tasks/,Anonymous,200,32
2025-10-23T08:49:25.355125+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T08:49:26.925810+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T08:50:12.188289+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:56:18.850687+00:00,GET,/api/tasks/,Anonymous,200,41
2025-10-23T08:56:20.371702+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:58:15.582964+00:00,GET,/api/tasks/,Anonymous,200,31
2025-10-23T08:58:17.518653+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:59:04.684336+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.348869+00:00,GET,/api/tasks/,Anonymous,200,55
2025-10-23T09:02:15.449019+00:00,GET,/api/tasks/,Anonymous,200,10
2025-10-23T09:02:15.497633+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.524506+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.547625+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.574459+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:02:15.600684+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.623313+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.644908+00:00,GET,/api/tasks/,Anonymous,200,3
2025-10-23T09:02:15.668989+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.495687+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:13.572579+00:00,GET,/api/tasks/,Anonymous,200,3
2025-10-23T09:05:13.598467+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.620576+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.642917+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.665577+00:00,GET,/api/tasks/,Anonymous,200,4
